content,score,country,clean_review
"On my last time i used Ride, I had a bad experience with the driver who was very rude. I was charged 220 birr. To my surprise, the driver showed me a fare of 330 birr, which I reluctantly paid. However, i immediately realized that I was cheated. I attempted to call the driver and requested for my money back, but initially, he promised to refund me later, but then refused to return my money. Disappointed by this inciden i called the center but they told me to chek the app before making a payment",1,jp,last time used ride bad experience driver rude charged birr surprise driver showed fare birr reluctantly paid however immediately realized cheated attempted call driver requested money back initially promised refund later refused return money disappointed inciden called center told chek app making payment
good 👍,5,jp,good
great driver,5,jp,great driver
excellent drive,5,jp,excellent drive
great customer service,5,jp,great customer service
ጥሩ ነው ተደስቻለሁ,4,jp,
Better and good service,5,jp,better good service
the best driver 👌,5,jp,best driver
Good experience,5,jp,good experience
"The drivers seem unaware of the company-provided coupons, with some exhibiting confrontational behavior; one incident nearly escalated to physical harm. It's crucial for the company to ensure drivers are informed about coupon discounts and are trained in professional conduct. Moreover, drivers should be required to accept the terms of use within the app, emphasizing the importance of respecting customer needs. Additionally, the support phone response times are significantly delayed.",1,jp,driver seem unaware companyprovided coupon exhibiting confrontational behavior one incident nearly escalated physical harm crucial company ensure driver informed coupon discount trained professional conduct moreover driver required accept term use within app emphasizing importance respecting customer need additionally support phone response time significantly delayed
Reliable customer service.,4,jp,reliable customer service
Tiktok,5,jp,tiktok
Your drivers start the journey before they arrive.,3,jp,driver start journey arrive
it's a good app i recommend it,4,jp,good app recommend
Best service,5,jp,best service
I invited more than 100 ride users when you reward me?,5,jp,invited ride user reward
"University student, studying two degree! By management and civil engineering.",5,jp,university student studying two degree management civil engineering
Amazing,5,jp,amazing
Its so very nice transportation in Ethiopia keep it up,5,jp,nice transportation ethiopia keep
good,4,jp,good
"I have been using your application for more than 6 years.... But this time I had some problems that are forcing me to stop using it. Mainly because of the different drivers who do not respect your role regarding location and map and are not exposed to drive according to the passenger's will. In addition, they do not give change of payment and always have the excuse that they do not have change. Treating passengers properly should be the priority choice. Sincerely Caterina Enrico",5,jp,using application year time problem forcing stop using mainly different driver respect role regarding location map exposed drive according passenger addition give change payment always excuse change treating passenger properly priority choice sincerely caterina enrico
it's very good,5,jp,good
I don't recommend it,1,jp,dont recommend
take short wey to the destination,4,jp,take short wey destination
good gop,5,jp,good gop
He is the best driver ever,5,jp,best driver ever
To expensive compared to it's competitors and doesn't even measures against it's drivers cancelling because the distance isn't short.,1,jp,expensive compared competitor doesnt even measure driver cancelling distance isnt short
WhatsApp confirmation code not sending to US (+1) number. I can't sign up.,1,jp,whatsapp confirmation code sending u number cant sign
a bit delay,4,jp,bit delay
Good,2,jp,good
Is too weak,2,jp,weak
why can't I remove my credit cards and debit cards from the ride app i can add cards but can't remove them it's weird and annoying,2,jp,cant remove credit card debit card ride app add card cant remove weird annoying
Poor customer service that I have experienced ever. I was begging to receive a Trip Summary via my email for more than 10 days. And yet they are not responding to my request. Call center operators didn't respond properly for my request. They just forward the call to another line which is not working. I have send repeated emails though didn't get any reply from their side.,1,jp,poor customer service experienced ever begging receive trip summary via email day yet responding request call center operator didnt respond properly request forward call another line working send repeated email though didnt get reply side
he is best,5,jp,best
good driver,5,jp,good driver
Only works if you can describe the way to your location well. Drivers want to confirm the location by phone and don't trust the map. I often get drivers who cancel. That's why it's easier to call the number of a reliable driver who knows your location.,3,jp,work describe way location well driver want confirm location phone dont trust map often get driver cancel thats easier call number reliable driver know location
"My online banking app sends me notifications each time I use this app because some drivers try to charge without providing service. Today another driver accepted my request which amounted to 176 etb, came to pick me up and when we arrived at the destination I saw that he cancelled the request by the time he picked me up and tried to charge me 300 etb instead. Most of their drivers don't know the city and don't know how to read a map and kept asking me the direction.",2,jp,online banking app sends notification time use app driver try charge without providing service today another driver accepted request amounted etb came pick arrived destination saw cancelled request time picked tried charge etb instead driver dont know city dont know read map kept asking direction
Its very very good app,5,jp,good app
I need receit,5,jp,need receit
Great ride,5,jp,great ride
Your,4,jp,
good,4,jp,good
ለሹፌሩ እና ለኛበቅርበት እንዲጠራ ማድረግ አለባቹ ...ችግራቹ እሱ ብቻ ነው።,5,jp,
Overpriced compared to other ride hailing apps in the city and the drivers are rude and always trying to scam.,1,jp,overpriced compared ride hailing apps city driver rude always trying scam
great app,5,jp,great app
nice clean very help full caind driver thank you for servese,4,jp,nice clean help full caind driver thank servese
Done,5,jp,done
safe,5,jp,safe
nice person,5,jp,nice person
good,5,jp,good
Great Driver and service.,5,jp,great driver service
